4,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399423011730,1162399437501255,0,0.000000,0.000000
7,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399438388846,1162399452381313,0,0.000000,0.000000
10,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399452849625,1162399467261412,0,0.000000,0.000000
13,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399467900996,1162399482227789,0,0.000000,0.000000
16,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399482837825,1162399497212768,0,0.000000,0.000000
19,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399497816310,1162399512231063,0,0.000000,0.000000
21,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399512730365,1162399527085460,0,0.000000,0.000000
24,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399527739197,1162399542090404,0,0.000000,0.000000
27,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399542580405,1162399556755449,0,0.000000,0.000000
30,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399557378395,1162399571447035,0,0.000000,0.000000
33,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399572003024,1162399586371310,0,0.000000,0.000000
36,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399586951437,1162399601354402,0,0.000000,0.000000
39,2,1,427437,427437,3145728,512,65536,0,88,128,64,64,"attn_fwd.kd",1162399601923946,1162399616302215,0,0.000000,0.000000
43,2,1,427437,427437,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1162399624678847,1162399644473674,0,204472320.000000,0.261810
45,2,1,427437,427437,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1162399644897027,1162399664169097,0,204472320.000000,0.264254
47,2,1,427437,427437,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1162399664716629,1162399683824803,0,204472320.000000,0.264890
49,2,1,427437,427437,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1162399684289387,1162399703302183,0,204472320.000000,0.264381
51,2,1,427437,427437,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1162399703768570,1162399722694167,0,204472320.000000,0.264847
53,2,1,427437,427437,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1162399723143318,1162399742037282,0,204472320.000000,0.264901
54,2,1,427437,427437,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1162399742358135,1162399761369447,0,204472320.000000,0.265161
56,2,1,427437,427437,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1162399761853475,1162399780706746,0,204472320.000000,0.264531
58,2,1,427437,427437,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1162399781198391,1162399800069142,0,204472320.000000,0.264893
60,2,1,427437,427437,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1162399800595735,1162399819565793,0,204472320.000000,0.265121
62,2,1,427437,427437,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1162399820054751,1162399839135663,0,204472320.000000,0.264735
64,2,1,427437,427437,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1162399839611192,1162399858431387,0,204472320.000000,0.264738
