4,2,1,414107,414107,3145728,512,65536,0,48,128,64,64,"attn_fwd.kd",1159572214226286,1159572241918347,0,301989888.000000,0.213392
7,2,1,414107,414107,3145728,512,65536,0,48,128,64,64,"attn_fwd.kd",1159572242500759,1159572269920356,0,301989888.000000,0.213604
10,2,1,414107,414107,3145728,512,65536,0,48,128,64,64,"attn_fwd.kd",1159572270262018,1159572297586437,0,301989888.000000,0.213890
13,2,1,414107,414107,3145728,512,65536,0,48,128,64,64,"attn_fwd.kd",1159572297927143,1159572325254209,0,301989888.000000,0.213650
16,2,1,414107,414107,3145728,512,65536,0,48,128,64,64,"attn_fwd.kd",1159572325773837,1159572353196040,0,301989888.000000,0.213544
19,2,1,414107,414107,3145728,512,65536,0,48,128,64,64,"attn_fwd.kd",1159572353692456,1159572381062661,0,301989888.000000,0.213595
21,2,1,414107,414107,3145728,512,65536,0,48,128,64,64,"attn_fwd.kd",1159572381453926,1159572408910367,0,301989888.000000,0.213640
24,2,1,414107,414107,3145728,512,65536,0,48,128,64,64,"attn_fwd.kd",1159572409448758,1159572436828063,0,301989888.000000,0.213615
27,2,1,414107,414107,3145728,512,65536,0,48,128,64,64,"attn_fwd.kd",1159572437216993,1159572464609889,0,301989888.000000,0.213667
30,2,1,414107,414107,3145728,512,65536,0,48,128,64,64,"attn_fwd.kd",1159572465113193,1159572492556082,0,301989888.000000,0.213732
34,2,1,414107,414107,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1159572500811977,1159572520072418,0,204472320.000000,0.262529
36,2,1,414107,414107,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1159572520477185,1159572539469333,0,204472320.000000,0.264291
38,2,1,414107,414107,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1159572539932849,1159572558935021,0,204472320.000000,0.264692
40,2,1,414107,414107,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1159572559406138,1159572578446557,0,204472320.000000,0.264769
42,2,1,414107,414107,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1159572578751054,1159572597843793,0,204472320.000000,0.264602
44,2,1,414107,414107,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1159572598301641,1159572617355771,0,204472320.000000,0.265452
45,2,1,414107,414107,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1159572617659417,1159572636617567,0,204472320.000000,0.264205
47,2,1,414107,414107,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1159572637149624,1159572656137924,0,204472320.000000,0.264908
49,2,1,414107,414107,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1159572656619426,1159572675481356,0,204472320.000000,0.264004
51,2,1,414107,414107,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1159572675841541,1159572694738271,0,204472320.000000,0.265260
53,2,1,414107,414107,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1159572695214271,1159572714218046,0,204472320.000000,0.264946
55,2,1,414107,414107,1572864,128,32768,12,128,384,112,64,"attn_fwd.kd",1159572714709169,1159572733676020,0,204472320.000000,0.265151
